Trial,time,PositionX,PositionY,PositionZ,frameDiff
test1,0.02,-7.998941,-0.2117524,10
test1,0.04,-7.861302,-0.2382213,10
test1,0.06,-7.612494,-0.2488089,10
test1,0.08,-7.416623,-0.2488089,10
test1,0.09999999,-7.098995,-0.2329275,10
test1,0.12,-6.871361,-0.2064586,10
test1,0.14,-6.516675,-0.1482266,10
test1,0.16,-6.294335,-0.09528846,10
test1,0.18,-5.976707,0,10
test1,0.2,-5.807305,0.07411301,10
test1,0.22,-5.574378,0.2064586,10
test1,0.24,-5.457915,0.3070408,10
test1,0.26,-5.325569,0.4552674,10
test1,0.28,-5.267337,0.5611438,10
test1,0.3,-5.235575,0.7093698,10
test1,0.32,-5.235575,0.7993644,10
test1,0.34,-5.251456,0.93171,10
test1,0.36,-5.288512,1.021705,10
test1,0.38,-5.357331,1.148756,10
test1,0.4,-5.420857,1.222869,10
test1,0.42,-5.532027,1.334039,10
test1,0.4400001,-5.616729,1.408153,10
test1,0.4600001,-5.749074,1.498147,10
test1,0.4800001,-5.839068,1.551085,10
test1,0.5000001,-5.976707,1.609317,10
test1,0.52,-6.061408,1.635786,10
test1,0.54,-6.183166,1.651667,10
test1,0.56,-6.257279,1.651667,10
test1,0.58,-6.368449,1.635786,10
test1,0.6,-6.437268,1.609317,10
test1,0.6199999,-6.532557,1.551085,10
test1,0.6399999,-6.601377,1.498147,10
test1,0.6599999,-6.696665,1.408153,10
test1,0.6799999,-6.754897,1.334039,10
test1,0.6999999,-6.839598,1.217576,10
test1,0.7199998,-6.887242,1.138169,10
test1,0.7399998,-6.934886,1.021705,10
test1,0.7599998,-6.950768,0.9422976,10
test1,0.7799998,-6.961356,0.8099526,10
test1,0.7999998,-6.950768,0.7305455,10
test1,0.8199998,-6.913711,0.6140816,10
test1,0.8399997,-6.876654,0.5346745,10
test1,0.8599997,-6.791954,0.4287982,10
test1,0.8799997,-6.733722,0.3599787,10
test1,0.8999997,-6.627846,0.2646905,10
test1,0.9199997,-6.553732,0.195871,10
test1,0.9399996,-6.442562,0.09528875,10
test1,0.9599996,-6.357862,0.02646923,10
test1,0.9799996,-6.225516,-0.08999467,10
test1,0.9999996,-6.140815,-0.164108,10
test1,1.02,-6.019058,-0.2858657,10
test1,1.04,-5.929063,-0.3811541,10
test1,1.06,-5.812599,-0.5187929,10
test1,1.08,-5.74378,-0.6087878,10
test1,1.1,-5.63261,-0.7623082,10
test1,1.12,-5.574378,-0.8681843,10
test1,1.14,-5.489677,-1.016411,10
test1,1.159999,-5.436738,-1.12758,10
test1,1.179999,-5.373213,-1.275807,10
test1,1.199999,-5.34145,-1.386977,10
test1,1.219999,-5.314982,-1.545791,10
test1,1.239999,-5.314982,-1.651667,10
test1,1.259999,-5.314982,-1.810482,10
test1,1.279999,-5.314982,-1.916358,10
test1,1.299999,-5.352038,-2.059291,10
test1,1.319999,-5.383801,-2.149285,10
test1,1.339999,-5.452621,-2.286924,10
test1,1.359999,-5.516146,-2.376919,10
test1,1.379999,-5.63261,-2.477501,10
test1,1.399999,-5.733192,-2.530439,10
test1,1.419999,-5.886713,-2.583377,10
test1,1.439999,-5.992588,-2.593965,10
test1,1.459999,-6.151403,-2.578083,10
test1,1.479999,-6.257279,-2.535733,10
test1,1.499999,-6.379036,-2.43515,10
test1,1.519999,-6.45315,-2.35045,10
test1,1.539999,-6.543145,-2.191635,10
test1,1.559999,-6.590789,-2.080466,10
test1,1.579999,-6.638433,-1.889889,10
test1,1.599999,-6.649021,-1.773425,10
test1,1.619999,-6.654315,-1.57226,10
