Trial,time,PositionX,PositionY,PositionZ
1,0.02,-7.946003,-0.06352574,10
1,0.04,-7.908947,-0.06881952,10
1,0.06,-7.845421,-0.09528846,10
1,0.08,-7.808364,-0.1111698,10
1,0.09999999,-7.755426,-0.1482266,10
1,0.12,-7.723663,-0.1746956,10
1,0.14,-7.665431,-0.2117524,10
1,0.16,-7.623081,-0.2382213,10
1,0.18,-7.538381,-0.269984,10
1,0.2,-7.474854,-0.2858657,10
1,0.22,-7.363685,-0.3070408,10
1,0.24,-7.289572,-0.3176284,10
1,0.26,-7.157226,-0.3388035,10
1,0.28,-7.067232,-0.3493911,10
1,0.3,-6.924298,-0.3705665,10
1,0.32,-6.813129,-0.3811541,10
1,0.34,-6.654315,-0.3864479,10
1,0.36,-6.553732,-0.3917417,10
1,0.38,-6.389625,-0.3917417,10
1,0.4,-6.278454,-0.3917417,10
1,0.42,-6.109053,-0.3917417,10
1,0.4400001,-5.997882,-0.3917417,10
1,0.4600001,-5.833774,-0.3705665,10
1,0.4800001,-5.727898,-0.3546849,10
1,0.5000001,-5.56379,-0.3229222,10
1,0.52,-5.447327,-0.301747,10
1,0.54,-5.288512,-0.2752778,10
1,0.56,-5.182636,-0.2541026,10
1,0.58,-5.023822,-0.2276337,10
1,0.6,-4.939121,-0.2170461,10
1,0.6199999,-4.806776,-0.1958707,10
1,0.6399999,-4.727369,-0.1852831,10
1,0.6599999,-4.605612,-0.1694018,10
1,0.6799999,-4.536792,-0.164108,10
1,0.6999999,-4.430916,-0.1535204,10
1,0.7199998,-4.36739,-0.1429328,10
1,0.7399998,-4.277396,-0.1429328,10
1,0.7599998,-4.219163,-0.1429328,10
1,0.7799998,-4.139756,-0.1429328,10
1,0.7999998,-4.081525,-0.1429328,10
1,0.8199998,-4.007411,-0.1429328,10
1,0.8399997,-3.959767,-0.1482266,10
1,0.8599997,-3.890948,-0.164108,10
1,0.8799997,-3.848597,-0.1799893,10
1,0.8999997,-3.79566,-0.2064586,10
1,0.9199997,-3.763896,-0.2223399,10
1,0.9399996,-3.742721,-0.2488089,10
1,0.9599996,-3.705664,-0.2911595,10
1,0.9799996,-3.673902,-0.3388035,10
1,0.9999996,-3.647433,-0.3705665,10
1,1.02,-3.620963,-0.4182106,10
1,1.04,-3.599789,-0.4499736,10
1,1.06,-3.573319,-0.5082053,10
1,1.08,-3.557438,-0.5505559,10
1,1.1,-3.54685,-0.6246692,10
1,1.12,-3.541556,-0.6670195,10
1,1.14,-3.541556,-0.735839,10
1,1.159999,-3.54685,-0.7834834,10
1,1.179999,-3.568026,-0.8470091,10
1,1.199999,-3.5892,-0.8893594,10
1,1.219999,-3.636845,-0.9528849,10
1,1.239999,-3.668607,-0.9899414,10
1,1.259999,-3.72684,-1.037586,10
1,1.279999,-3.763896,-1.074643,10
1,1.299999,-3.827422,-1.12758,10
1,1.319999,-3.869772,-1.159343,10
1,1.339999,-3.933298,-1.206988,10
1,1.359999,-3.980942,-1.222869,10
1,1.379999,-4.049762,-1.244044,10
1,1.399999,-4.097406,-1.249338,10
