Trial,time,PositionX,PositionY,PositionZ,frameDiff
1,4.179997,0.05117981,-1.149032,10,0
1,4.199997,0.06255284,-1.046643,10,0.06566344
1,4.219997,0.07392704,-0.9101245,10,0
1,4.239997,0.0966731,-0.796358,10,0.04092177
1,4.259997,0.1080473,-0.6598392,10,0.08478751
1,4.279997,0.1080473,-0.5574504,10,0
1,4.299997,0.1080473,-0.4550612,10,0.1147414
1,4.319997,0.1194192,-0.3754255,10,0
1,4.339997,0.1307922,-0.2844128,10,0.1590614
1,4.359997,0.1307922,-0.2161533,10,0
1,4.379997,0.1307922,-0.1365176,10,0.2469325
