time,PositionX,PositionY,PositionZ
4.999996,-2.972574,-3.751412,10
5.019996,-2.893456,-3.77401,10
5.039996,-2.769127,-3.78531,10
5.059996,-2.678707,-3.78531,10
5.079996,-2.554379,-3.78531,10
5.099996,-2.418748,-3.762712,10
5.119996,-2.29442,-3.728813,10
5.139996,-2.181395,-3.706214,10
5.159996,-2.102277,-3.683615,10
5.179996,-1.98925,-3.627119,10
5.199996,-1.887528,-3.59322,10
5.219996,-1.774502,-3.536722,10
5.239996,-1.695384,-3.491525,10
5.259996,-1.604964,-3.435027,10
5.279996,-1.50324,-3.37853,10
5.299996,-1.390215,-3.310734,10
5.319996,-1.299794,-3.231637,10
5.339996,-1.198071,-3.129942,10
5.359996,-1.096348,-3.050847,10
5.379996,-0.9946249,-2.937852,10
5.399996,-0.9155076,-2.847457,10
5.419996,-0.8476919,-2.734463,10
5.439996,-0.7233635,-2.531073,10
5.459996,-0.5877327,-2.271185,10
5.479996,-0.4860095,-2.067796,10
5.499996,-0.4407997,-1.954801,10
5.519996,-0.4068922,-1.875705,10
5.539996,-0.3729846,-1.77401,10
5.559996,-0.2938661,-1.638417,10
5.579996,-0.2486556,-1.525423,10
5.599996,-0.1921435,-1.401129,10
5.619996,-0.1469324,-1.299434,10
5.639996,-0.06781567,-1.152541,10
5.659996,0,-1.039547,10
5.679996,0.05651336,-0.9491515,10
5.699996,0.1130255,-0.8474565,10
5.719995,0.1695389,-0.7457617,10
5.739995,0.2373539,-0.6553659,10
5.759995,0.2825644,-0.5762702,10
5.779995,0.3390765,-0.4745752,10
5.799995,0.3729841,-0.4067788,10
5.819995,0.4181957,-0.3502813,10
5.839995,0.4747078,-0.2598861,10
5.859995,0.5538259,-0.1468915,10
5.879995,0.6442455,-0.01129836,10
5.899995,0.7346676,0.1016957,10
5.919995,0.8363902,0.2372891,10
5.939995,0.9268098,0.3728825,10
5.959995,1.039837,0.4971761,10
5.979995,1.130256,0.6101704,10
5.999995,1.243283,0.7118654,10
6.019995,1.3224,0.8022612,10
6.039995,1.424122,0.9039563,10
6.059995,1.525846,0.9943509,10
6.079995,1.627569,1.107346,10
6.099995,1.740595,1.22034,10
6.119995,1.887529,1.344634,10
6.139995,2.02316,1.468927,10
6.159995,2.136184,1.570622,10
6.179995,2.294421,1.706216,10
6.199995,2.497866,1.875707,10
6.219995,2.610892,1.954803,10
6.239995,2.723917,2.045199,10
6.259995,2.825641,2.124295,10
6.279995,2.983876,2.248588,10
6.299995,3.096903,2.327685,10
6.319995,3.209928,2.406781,10
6.339995,3.34556,2.497177,10
6.359995,3.447282,2.542374,10
6.379995,3.571611,2.61017,10
6.399995,3.695938,2.666668,10
6.419995,3.797662,2.711865,10
6.439995,3.910687,2.768363,10
6.459995,4.05762,2.82486,10
6.479995,4.181949,2.858758,10
6.499995,4.306276,2.892656,10
6.519995,4.419302,2.937855,10
6.539995,4.54363,2.960453,10
6.559995,4.667959,2.994351,10
6.579995,4.780983,3.01695,10
6.599995,4.894011,3.01695,10
6.619995,5.040943,3.039549,10
6.639995,5.165272,3.062148,10
6.659995,5.278297,3.062148,10
6.679995,5.391323,3.062148,10
6.699995,5.493045,3.062148,10
6.719995,5.572164,3.062148,10
6.739995,5.696492,3.062148,10
6.759995,5.809517,3.062148,10
6.779994,5.899938,3.062148,10
6.799994,6.012964,3.062148,10
6.819994,6.148594,3.062148,10
6.839994,6.261621,3.050848,10
6.859994,6.408552,3.02825,10
6.879994,6.578091,2.983052,10
6.899994,6.702421,2.971753,10
6.919994,6.815445,2.937855,10
6.939994,6.928471,2.915256,10
6.959994,7.018891,2.881357,10
6.979994,7.120614,2.836159,10
6.999994,7.244944,2.779662,10
7.019994,7.346666,2.745764,10
7.039994,7.437087,2.689266,10
7.059994,7.516205,2.655368,10
7.079994,7.572719,2.621469,10
7.099994,7.62923,2.598871,10
7.119994,7.685743,2.564973,10
7.139994,7.753559,2.519775,10
7.159994,7.889189,2.463278,10
7.179994,8.02482,2.395482,10
7.199994,8.149149,2.338984,10
7.219994,8.262174,2.282486,10
7.239994,8.363897,2.22599,10
7.259994,8.454318,2.180792,10
7.279994,8.567344,2.124295,10
7.299994,8.635159,2.090397,10
7.319994,8.691672,2.045199,10
7.339994,8.759487,2.0113,10
7.359994,8.827303,1.954803,10
7.379994,8.883814,1.909605,10
7.399994,8.974236,1.841809,10
7.419994,9.04205,1.785312,10
7.439994,9.109866,1.740114,10
7.459994,9.16638,1.706216,10
7.479994,9.200287,1.672317,10
7.499994,9.245497,1.638419,10
7.519994,9.290707,1.615821,10
7.539994,9.335917,1.570622,10
7.559994,9.358522,1.548024,10
7.579994,9.381128,1.536724,10
7.599994,9.381128,1.536724,10
7.619994,9.392429,1.525425,10
7.639994,9.403733,1.514125,10
7.659994,9.426337,1.502826,10
7.679994,9.437641,1.491526,10
7.699994,9.460244,1.480227,10
7.719994,9.48285,1.468927,10
7.739994,9.494152,1.446329,10
7.759994,9.505456,1.435029,10
7.779994,9.516758,1.42373,10
7.799994,9.516758,1.42373,10
7.819993,9.516758,1.42373,10
7.839993,9.516758,1.42373,10
7.859993,9.516758,1.42373,10
7.879993,9.516758,1.42373,10
7.899993,9.516758,1.42373,10
7.919993,9.516758,1.42373,10
7.939993,9.516758,1.42373,10
7.959993,9.516758,1.42373,10
7.979993,9.516758,1.42373,10
7.999993,9.516758,1.42373,10
8.019994,9.516758,1.42373,10
8.039994,9.516758,1.42373,10
8.059995,9.516758,1.42373,10
8.079995,9.516758,1.42373,10
8.099996,9.516758,1.42373,10
8.119996,9.516758,1.42373,10
8.139997,9.516758,1.42373,10
8.159997,9.516758,1.42373,10
8.179997,9.516758,1.42373,10
8.199998,9.516758,1.42373,10
8.219998,9.516758,1.42373,10
8.239999,9.516758,1.42373,10
8.259999,9.516758,1.42373,10
8.28,9.516758,1.42373,10
8.3,9.516758,1.42373,10
8.320001,9.516758,1.42373,10
8.340001,9.516758,1.42373,10
8.360002,9.516758,1.42373,10
8.380002,9.516758,1.42373,10
8.400002,9.516758,1.42373,10
8.420003,9.516758,1.42373,10
12.30009,-9.731506,-1.864406,10
12.32009,-9.731506,-1.864406,10
12.34009,-9.731506,-1.864406,10
12.36009,-9.731506,-1.864406,10
12.38009,-9.731506,-1.864406,10
12.40009,-9.731506,-1.864406,10
12.42009,-9.731506,-1.864406,10
12.44009,-9.731506,-1.864406,10
12.4601,-9.731506,-1.864406,10
12.4801,-9.731506,-1.864406,10
12.5001,-9.731506,-1.864406,10
12.5201,-9.731506,-1.864406,10
12.5401,-9.731506,-1.864406,10
12.5601,-9.720203,-1.887005,10
12.5801,-9.697598,-1.898304,10
12.6001,-9.674994,-1.909603,10
12.6201,-9.652389,-1.920903,10
12.6401,-9.618481,-1.954801,10
12.6601,-9.539363,-1.999999,10
12.6801,-9.471547,-2.033897,10
12.7001,-9.381126,-2.101694,10
12.7201,-9.256799,-2.158191,10
12.7401,-9.177681,-2.19209,10
12.7601,-9.053352,-2.248586,10
12.7801,-8.861209,-2.338982,10
12.8001,-8.69167,-2.395479,10
12.8201,-8.544737,-2.429378,10
12.8401,-8.409106,-2.474575,10
12.8601,-8.262174,-2.519773,10
12.88011,-8.103937,-2.564971,10
12.90011,-7.945702,-2.587569,10
12.92011,-7.776163,-2.598869,10
12.94011,-7.67444,-2.610168,10
12.96011,-7.550112,-2.610168,10
12.98011,-7.369271,-2.610168,10
13.00011,-7.222337,-2.610168,10
13.02011,-7.007588,-2.621468,10
13.04011,-6.826747,-2.621468,10
13.06011,-6.691117,-2.621468,10
13.08011,-6.544184,-2.610168,10
13.10011,-6.419855,-2.598869,10
13.12011,-6.284225,-2.587569,10
13.14011,-6.148594,-2.564971,10
13.16011,-6.069476,-2.542372,10
13.18011,-5.990358,-2.519773,10
13.20011,-5.922543,-2.485875,10
13.22011,-5.809517,-2.440677,10
13.24011,-5.696492,-2.38418,10
13.26011,-5.583466,-2.327683,10
13.28011,-5.504348,-2.282485,10
13.30011,-5.380019,-2.214688,10
13.32012,-5.278296,-2.16949,10
13.34012,-5.187876,-2.124293,10
13.36012,-5.086153,-2.101694,10
13.38012,-5.018338,-2.079095,10
13.40012,-4.961825,-2.045197,10
13.42012,-4.927917,-2.033897,10
13.44012,-4.871404,-2.011298,10
13.46012,-4.837496,-1.999999,10
13.48012,-4.780984,-1.9774,10
13.50012,-4.747076,-1.954801,10
13.52012,-4.690563,-1.932202,10
13.54012,-4.645353,-1.909603,10
13.56012,-4.600142,-1.875705,10
13.58012,-4.54363,-1.830508,10
13.60012,-4.475815,-1.78531,10
13.62012,-4.408,-1.740112,10
13.64012,-4.351486,-1.683615,10
13.66012,-4.283671,-1.638417,10
13.68012,-4.227158,-1.604519,10
13.70012,-4.181948,-1.57062,10
13.72012,-4.10283,-1.502824,10
13.74012,-3.978502,-1.401129,10
13.76013,-3.876779,-1.310734,10
13.78013,-3.786358,-1.209039,10
13.80013,-3.684635,-1.096044,10
13.82013,-3.594215,-1.005649,10
13.84013,-3.515097,-0.8813548,10
13.86013,-3.368164,-0.7344624,10
13.88013,-3.26644,-0.5988693,10
13.90013,-3.13081,-0.418078,10
13.92013,-3.017784,-0.3050837,10
13.94013,-2.916061,-0.1807898,10
13.96013,-2.78043,0.01130044,10
13.98013,-2.576984,0.2937865,10
14.00013,-2.441354,0.4858768,10
14.02013,-2.339631,0.6440687,10
14.04013,-2.260512,0.7457638,10
14.06013,-2.170092,0.8474588,10
14.08013,-2.090974,0.9717524,10
14.10013,-1.955343,1.152543,10
14.12013,-1.85362,1.310736,10
14.14013,-1.751897,1.457628,10
14.16013,-1.661477,1.570622,10
14.18013,-1.548451,1.706216,10
14.20014,-1.446728,1.830509,10
14.22014,-1.333701,1.966103,10
14.24014,-1.209374,2.079097,10
14.26014,-1.130256,2.146894,10
14.28014,-1.051138,2.22599,10
14.30014,-0.9607174,2.271187,10
14.32014,-0.8702971,2.327685,10
14.34014,-0.7911785,2.361583,10
14.36014,-0.7007583,2.395482,10
14.38014,-0.6329432,2.41808,10
14.40014,-0.5651276,2.440679,10
14.42014,-0.4747078,2.463278,10
14.44014,-0.3390771,2.485877,10
14.46014,-0.2373539,2.508476,10
14.48014,0,2.542374,10
14.50014,0.2260522,2.564973,10
14.52014,0.5651287,2.576272,10
14.54014,0.8815994,2.576272,10
14.56014,1.288492,2.576272,10
14.58014,1.638872,2.542374,10
14.60014,2.02316,2.497177,10
14.62014,2.350933,2.41808,10
14.64015,2.610892,2.350283,10
14.66015,2.836944,2.271187,10
14.68015,2.995179,2.180792,10
14.70015,3.209928,2.079097,10
14.72015,3.402072,1.966103,10
14.74015,3.560308,1.864408,10
14.76015,3.718544,1.740114,10
14.78015,3.842872,1.62712,10
14.80015,3.955898,1.514125,10
14.82015,4.125436,1.333334,10
14.84015,4.396698,1.084747,10
14.86015,4.622749,0.8474588,10
14.88015,4.905313,0.576272,10
14.90015,5.176575,0.3276849,10
14.92015,5.470441,0.03389955,10
14.94015,5.77561,-0.2711853,10
14.96015,6.035568,-0.5197728,10
14.98015,6.227713,-0.7005641,10
15.00015,6.374645,-0.8135584,10
15.02015,6.691118,-1.096044,10
15.04015,6.781538,-1.163841,10
15.06015,7.256246,-1.559321,10
15.08016,7.58402,-1.796609,10
15.10016,7.798769,-1.943501,10
15.12016,7.911795,-2.011298,10
15.14016,8.02482,-2.090394,10
15.16016,8.149149,-2.158191,10
15.18016,8.250872,-2.203389,10
15.20016,8.318687,-2.237287,10
15.22016,8.375198,-2.248586,10
15.24016,8.42041,-2.259886,10
15.26016,8.46562,-2.271185,10
15.28016,8.544738,-2.271185,10
15.30016,8.623857,-2.271185,10
15.32016,8.669066,-2.282485,10
15.34016,8.714275,-2.282485,10
15.36016,8.748183,-2.293784,10
15.38016,8.770789,-2.305084,10
15.40016,8.782091,-2.305084,10
15.42016,8.782091,-2.305084,10
15.44016,8.782091,-2.305084,10
15.46016,8.793394,-2.305084,10
15.48016,8.804697,-2.305084,10
15.50016,8.804697,-2.305084,10
15.52017,8.804697,-2.305084,10
15.54017,8.804697,-2.305084,10
15.56017,8.838605,-2.305084,10
15.58017,8.861211,-2.305084,10
15.60017,8.883814,-2.305084,10
15.62017,8.90642,-2.305084,10
15.64017,8.917722,-2.305084,10
15.66017,8.929026,-2.305084,10
15.68017,8.940328,-2.305084,10
15.70017,8.95163,-2.305084,10
15.72017,8.95163,-2.305084,10
15.74017,8.95163,-2.305084,10
15.76017,8.95163,-2.305084,10
15.78017,8.95163,-2.305084,10
15.80017,8.95163,-2.305084,10
15.82017,8.95163,-2.305084,10
15.84017,8.95163,-2.305084,10
15.86017,8.95163,-2.305084,10
15.88017,8.95163,-2.305084,10
15.90017,8.95163,-2.305084,10
15.92017,8.95163,-2.305084,10
15.94018,8.95163,-2.305084,10
15.96018,8.95163,-2.305084,10
15.98018,8.95163,-2.305084,10
16.00018,8.95163,-2.305084,10
16.02018,8.95163,-2.305084,10
16.04018,8.95163,-2.305084,10
16.06018,8.95163,-2.305084,10
16.08018,8.95163,-2.305084,10
16.10018,8.95163,-2.305084,10
16.12018,8.95163,-2.305084,10
16.14018,8.95163,-2.305084,10
16.16018,8.95163,-2.305084,10
16.18018,8.95163,-2.305084,10
16.20018,8.95163,-2.305084,10
16.22018,8.95163,-2.305084,10
16.24018,8.95163,-2.305084,10
16.26018,8.95163,-2.305084,10
16.28018,8.95163,-2.305084,10
16.30018,8.95163,-2.305084,10
16.32018,8.95163,-2.305084,10
16.34018,8.95163,-2.305084,10
16.36018,8.95163,-2.305084,10
16.38018,8.95163,-2.305084,10
16.40018,8.95163,-2.305084,10
16.42019,8.95163,-2.305084,10
16.44019,8.95163,-2.305084,10
16.46019,8.95163,-2.305084,10
16.48019,8.95163,-2.305084,10
16.50019,8.95163,-2.305084,10
16.52019,8.95163,-2.305084,10
16.54019,8.95163,-2.305084,10
16.56019,8.95163,-2.305084,10
16.58019,8.95163,-2.305084,10
16.60019,8.95163,-2.305084,10
19.12025,-9.912347,2.836159,10
19.14025,-9.912347,2.836159,10
19.16025,-9.912347,2.836159,10
19.18025,-9.912347,2.836159,10
19.20025,-9.912347,2.836159,10
19.22025,-9.912347,2.836159,10
19.24025,-9.912347,2.836159,10
19.26025,-9.912347,2.836159,10
19.28025,-9.912347,2.836159,10
19.30025,-9.912347,2.836159,10
19.32025,-9.912347,2.836159,10
19.34025,-9.912347,2.836159,10
19.36025,-9.912347,2.836159,10
19.38025,-9.912347,2.836159,10
19.40025,-9.912347,2.836159,10
19.42025,-9.912347,2.836159,10
19.44025,-9.912347,2.836159,10
19.46025,-9.912347,2.836159,10
19.48026,-9.912347,2.836159,10
19.50026,-9.912347,2.836159,10
19.52026,-9.912347,2.836159,10
19.54026,-9.912347,2.836159,10
19.56026,-9.912347,2.836159,10
19.58026,-9.912347,2.836159,10
19.60026,-9.912347,2.836159,10
19.62026,-9.912347,2.836159,10
19.64026,-9.912347,2.836159,10
19.66026,-9.912347,2.836159,10
19.68026,-9.912347,2.836159,10
19.70026,-9.912347,2.836159,10
19.72026,-9.912347,2.836159,10
19.74026,-9.912347,2.836159,10
19.76026,-9.912347,2.836159,10
19.78026,-9.912347,2.836159,10
19.80026,-9.912347,2.836159,10
19.82026,-9.912347,2.836159,10
19.84026,-9.912347,2.836159,10
19.86026,-9.912347,2.836159,10
19.88026,-9.912347,2.836159,10
19.90026,-9.912347,2.836159,10
19.92027,-9.912347,2.836159,10
19.94027,-9.912347,2.836159,10
19.96027,-9.912347,2.836159,10
19.98027,-9.912347,2.836159,10
20.00027,-9.912347,2.836159,10
20.02027,-9.912347,2.836159,10
20.04027,-9.912347,2.836159,10
20.06027,-9.912347,2.836159,10
20.08027,-9.912347,2.836159,10
20.10027,-9.912347,2.836159,10
20.12027,-9.912347,2.836159,10
20.14027,-9.912347,2.836159,10
20.16027,-9.912347,2.836159,10
20.18027,-9.912347,2.836159,10
20.20027,-9.912347,2.836159,10
20.22027,-9.912347,2.836159,10
20.24027,-9.912347,2.836159,10
20.26027,-9.912347,2.836159,10
20.28027,-9.912347,2.836159,10
20.30027,-9.912347,2.836159,10
20.32027,-9.912347,2.836159,10
20.34027,-9.912347,2.836159,10
20.36028,-9.912347,2.836159,10
20.38028,-9.912347,2.836159,10
20.40028,-9.912347,2.836159,10
20.42028,-9.912347,2.836159,10
20.44028,-9.912347,2.836159,10
20.46028,-9.912347,2.836159,10
20.48028,-9.912347,2.836159,10
20.50028,-9.912347,2.836159,10
20.52028,-9.912347,2.836159,10
20.54028,-9.912347,2.836159,10
20.56028,-9.912347,2.836159,10
20.58028,-9.912347,2.836159,10
20.60028,-9.912347,2.836159,10
20.62028,-9.912347,2.836159,10
20.64028,-9.912347,2.836159,10
20.66028,-9.912347,2.836159,10
20.68028,-9.912347,2.836159,10
20.70028,-9.912347,2.836159,10
20.72028,-9.912347,2.836159,10
20.74028,-9.912347,2.836159,10
20.76028,-9.912347,2.836159,10
20.78028,-9.912347,2.836159,10
20.80029,-9.912347,2.836159,10
20.82029,-9.912347,2.836159,10
20.84029,-9.912347,2.836159,10
20.86029,-9.912347,2.836159,10
20.88029,-9.912347,2.836159,10
20.90029,-9.912347,2.836159,10
20.92029,-9.912347,2.836159,10
20.94029,-9.912347,2.836159,10
20.96029,-9.912347,2.836159,10
20.98029,-9.912347,2.836159,10
21.00029,-9.912347,2.836159,10
21.02029,-9.912347,2.836159,10
21.04029,-9.912347,2.836159,10
21.06029,-9.912347,2.836159,10
21.08029,-9.912347,2.836159,10
21.10029,-9.912347,2.836159,10
21.12029,-9.912347,2.836159,10
21.14029,-9.912347,2.836159,10
21.16029,-9.912347,2.836159,10
21.18029,-9.912347,2.836159,10
21.20029,-9.912347,2.836159,10
21.22029,-9.912347,2.836159,10
21.2403,-9.912347,2.836159,10
21.2603,-9.912347,2.836159,10
21.2803,-9.912347,2.836159,10
21.3003,-9.912347,2.836159,10
21.3203,-9.912347,2.836159,10
21.3403,-9.912347,2.836159,10
21.3603,-9.912347,2.836159,10
21.3803,-9.912347,2.836159,10
21.4003,-9.912347,2.836159,10
21.4203,-9.912347,2.836159,10
21.4403,-9.912347,2.836159,10
21.4603,-9.889742,2.836159,10
21.4803,-9.855835,2.779662,10
21.5003,-9.776716,2.655368,10
21.5203,-9.618481,2.384181,10
21.5403,-9.448942,2.112995,10
21.5603,-9.234194,1.774012,10
21.5803,-8.99684,1.378532,10
21.6003,-8.782091,1.050848,10
21.6203,-8.589948,0.7231647,10
21.6403,-8.363896,0.3728825,10
21.66031,-8.16045,0.05649865,10
21.68031,-7.866583,-0.3163829,10
21.70031,-7.527507,-0.8022591,10
21.72031,-7.143219,-1.242937,10
21.74031,-6.815445,-1.604519,10
21.76031,-6.431158,-1.966101,10
21.78031,-6.012963,-2.271185,10
21.80031,-5.47044,-2.621468,10
21.82031,-5.187876,-2.757061,10
21.84031,-4.916615,-2.847457,10
21.86031,-4.63405,-2.892654,10
21.88031,-4.441907,-2.892654,10
21.90031,-4.249763,-2.881355,10
21.92031,-4.10283,-2.858756,10
21.94031,-3.967199,-2.824857,10
21.96031,-3.786358,-2.790959,10
21.98031,-3.639425,-2.757061,10
22.00031,-3.469887,-2.700564,10
22.02031,-3.31165,-2.644067,10
22.04031,-3.153415,-2.587569,10
22.06031,-2.961271,-2.508473,10
22.08031,-2.712615,-2.418078,10
22.10032,-2.441354,-2.305084,10
22.12032,-2.204,-2.203389,10
22.14032,-2.011856,-2.124293,10
22.16032,-1.842317,-2.045197,10
22.18032,-1.695384,-1.966101,10
22.20032,-1.548451,-1.898304,10
22.22032,-1.311097,-1.762711,10
22.24032,-1.06244,-1.638417,10
22.26032,-0.8250867,-1.491524,10
22.28032,-0.6216403,-1.36723,10
22.30032,-0.4294968,-1.254236,10
22.32032,-0.1582353,-1.073445,10
22.34032,0.1469343,-0.8248577,10
22.36032,0.3729841,-0.6327674,10
22.38032,0.6329438,-0.4067788,10
22.40032,0.9042053,-0.2033889,10
22.42032,1.107652,-0.02259791,10
22.44032,1.3224,0.1694924,10
22.46032,1.514544,0.316385,10
22.48032,1.684082,0.4406792,10
22.50032,1.808411,0.5310744,10
22.52032,1.932738,0.6327695,10
22.54033,2.057067,0.7118654,10
22.56033,2.170092,0.7909614,10
22.58033,2.294421,0.8474588,10
22.60033,2.362236,0.8813572,10
22.62033,2.475261,0.9265548,10
22.64033,2.55438,0.9491533,10
22.66033,2.656102,0.9717524,10
22.68033,2.757825,0.9943509,10
22.70033,2.803037,0.9943509,10
22.72033,2.825641,0.9943509,10
22.74033,2.825641,0.9943509,10
22.76033,2.848246,0.9943509,10
22.78033,2.859549,0.9943509,10
22.80033,2.859549,0.9943509,10
22.82033,2.859549,0.9943509,10
22.84033,2.882154,0.9604526,10
22.86033,2.927364,0.8813572,10
22.88033,2.972574,0.7231647,10
22.90033,3.029088,0.5084759,10
22.92033,3.074298,0.2598882,10
22.94033,3.22123,-0.1920897,10
22.96033,3.300349,-0.5197728,10
22.98034,3.435979,-0.9265524,10
23.00034,3.526399,-1.254236,10
23.02034,3.639426,-1.604519,10
23.04034,3.741148,-1.966101,10
23.06034,3.808964,-2.271185,10
23.08034,3.854175,-2.418078,10
23.10034,3.910687,-2.519773,10
23.12034,3.955898,-2.621468,10
23.14034,3.978502,-2.700564,10
23.16034,4.001107,-2.768361,10
23.18034,4.035014,-2.813558,10
23.20034,4.068923,-2.858756,10
23.22034,4.10283,-2.881355,10
23.24034,4.148041,-2.915253,10
23.26034,4.204553,-2.926553,10
23.28034,4.272368,-2.937852,10
23.30034,4.351488,-2.949152,10
23.32034,4.430605,-2.949152,10
23.34034,4.475815,-2.949152,10
23.36034,4.521025,-2.949152,10
23.38034,4.566236,-2.949152,10
23.40034,4.634052,-2.937852,10
23.42035,4.690564,-2.926553,10
23.44035,4.724472,-2.892654,10
23.46035,4.792286,-2.858756,10
23.48035,4.837497,-2.824857,10
23.50035,4.905313,-2.757061,10
23.52035,4.973128,-2.666666,10
23.54035,5.018338,-2.542372,10
23.56035,5.074851,-2.440677,10
23.58035,5.097456,-2.316383,10
23.60035,5.131364,-2.203389,10
23.62035,5.142667,-2.101694,10
23.64035,5.153969,-1.999999,10
23.66035,5.153969,-1.887005,10
23.68035,5.153969,-1.77401,10
23.70035,5.153969,-1.706213,10
23.72035,5.153969,-1.593219,10
23.74035,5.153969,-1.491524,10
23.76035,5.153969,-1.37853,10
23.78035,5.165272,-1.254236,10
23.80035,5.165272,-1.141242,10
23.82035,5.187876,-1.016948,10
23.84035,5.210482,-0.8135584,10
23.86036,5.255692,-0.5988693,10
23.88036,5.300902,-0.2711853,10
23.90036,5.334809,-0.04519641,10
23.92036,5.38002,0.2372891,10
23.94036,5.413929,0.5084759,10
23.96036,5.425231,0.655368,10
23.98036,5.447836,0.7683629,10
24.00036,5.459138,0.8474588,10
24.02036,5.459138,0.8926564,10
24.04036,5.470441,0.9604526,10
24.06036,5.493045,1.028249,10
24.08036,5.515651,1.107346,10
24.10036,5.538256,1.197741,10
24.12036,5.572164,1.333334,10
24.14036,5.651281,1.491526,10
24.16036,5.730399,1.649719,10
24.18036,5.786913,1.762713,10
24.20036,5.832122,1.830509,10
24.22036,5.854728,1.864408,10
24.24036,5.877332,1.875707,10
24.26036,5.888635,1.887007,10
24.28036,5.899938,1.887007,10
24.30037,5.922544,1.898306,10
24.32037,5.945148,1.898306,10
24.34037,5.979056,1.909605,10
24.36037,6.001661,1.920905,10
24.38037,6.001661,1.920905,10
24.40037,6.001661,1.920905,10
24.42037,6.001661,1.920905,10
24.44037,6.001661,1.920905,10
24.46037,6.012964,1.920905,10
24.48037,6.012964,1.920905,10
24.50037,6.012964,1.920905,10
24.52037,6.024267,1.909605,10
24.54037,6.058174,1.830509,10
24.56037,6.092082,1.728815,10
24.58037,6.125989,1.638419,10
24.60037,6.1712,1.514125,10
24.62037,6.205107,1.401131,10
24.64037,6.272922,1.197741,10
24.66037,6.340737,0.9265548,10
24.68037,6.408552,0.655368,10
24.70037,6.431158,0.4519784,10
24.72038,6.465067,0.2485883,10
24.74038,6.510276,0.03389955,10
24.76038,6.56679,-0.2259877,10
