time,PositionX,PositionY,PositionZ
3.099998,-9.019444,0.2259898,10
3.119998,-9.019444,0.2259898,10
3.139998,-9.019444,0.2259898,10
3.159998,-9.019444,0.2259898,10
3.179998,-9.019444,0.2259898,10
3.199998,-9.019444,0.2259898,10
3.219998,-9.019444,0.2259898,10
3.239998,-9.019444,0.2259898,10
3.259998,-9.019444,0.2259898,10
3.279998,-9.019444,0.2259898,10
3.299998,-9.019444,0.2259898,10
3.319998,-9.019444,0.2259898,10
3.339998,-9.019444,0.2259898,10
3.359998,-9.019444,0.2259898,10
3.379997,-9.019444,0.2259898,10
3.399997,-9.019444,0.2259898,10
3.419997,-8.99684,0.2259898,10
3.439997,-8.974235,0.2372891,10
3.459997,-8.906419,0.2372891,10
3.479997,-8.804696,0.2485883,10
3.499997,-8.73688,0.2711874,10
3.519997,-8.657763,0.2711874,10
3.539997,-8.623855,0.2711874,10
3.559997,-8.612553,0.2711874,10
3.579997,-8.60125,0.2711874,10
3.599997,-8.578645,0.2711874,10
3.619997,-8.544737,0.2711874,10
3.639997,-8.499527,0.2485883,10
3.659997,-8.454317,0.21469,10
3.679997,-8.386501,0.1920915,10
3.699997,-8.318686,0.1468933,10
3.719997,-8.262174,0.1129955,10
3.739997,-8.228266,0.07909715,10
3.759997,-8.183055,0.0451988,10
3.779997,-8.137845,0.02260029,10
3.799997,-8.11524,1.192093E-06,10
3.819997,-8.07003,-0.03389716,10
3.839997,-8.024819,-0.05649626,10
3.859997,-7.979609,-0.1016939,10
3.879997,-7.934399,-0.1355922,10
3.899997,-7.889189,-0.1581913,10
3.919997,-7.843978,-0.2033889,10
3.939997,-7.798769,-0.237287,10
3.959997,-7.71965,-0.2937844,10
3.979997,-7.651835,-0.3615811,10
3.999997,-7.572717,-0.418078,10
4.019997,-7.482296,-0.4858744,10
4.039997,-7.391876,-0.564971,10
4.059997,-7.32406,-0.6214678,10
4.079997,-7.23364,-0.6892642,10
4.099997,-7.177127,-0.7457617,10
4.119997,-7.086707,-0.8135584,10
4.139997,-7.007588,-0.8813548,10
4.159997,-6.939774,-0.9491515,10
4.179997,-6.860656,-1.016948,10
4.199997,-6.781538,-1.096044,10
4.219997,-6.70242,-1.17514,10
4.239997,-6.623302,-1.254236,10
4.259997,-6.521578,-1.355931,10
4.279997,-6.453763,-1.423728,10
4.299997,-6.397251,-1.480225,10
4.319997,-6.35204,-1.525423,10
4.339997,-6.295527,-1.593219,10
4.359997,-6.227712,-1.672315,10
4.379997,-6.159897,-1.728812,10
4.399997,-6.080779,-1.78531,10
4.419997,-6.024265,-1.841807,10
4.439997,-5.967753,-1.887005,10
4.459997,-5.888635,-1.932202,10
4.479997,-5.786911,-1.9887,10
4.499997,-5.696492,-2.067796,10
4.519997,-5.594769,-2.146891,10
4.539997,-5.504348,-2.203389,10
4.559997,-5.391322,-2.282485,10
4.579997,-5.312203,-2.327683,10
4.599997,-5.221784,-2.406779,10
4.619997,-5.131363,-2.485875,10
4.639997,-5.018338,-2.553671,10
4.659997,-4.905312,-2.644067,10
4.679996,-4.792286,-2.723163,10
4.699996,-4.679261,-2.824857,10
4.719996,-4.566235,-2.915253,10
4.739996,-4.441907,-2.994349,10
4.759996,-4.328881,-3.084745,10
4.779996,-4.238461,-3.152542,10
4.799996,-4.125435,-3.220339,10
4.819996,-3.989805,-3.310734,10
4.839996,-3.865477,-3.37853,10
4.859996,-3.763753,-3.435027,10
4.879996,-3.66203,-3.480225,10
4.899996,-3.582912,-3.502824,10
4.919996,-3.481189,-3.548022,10
4.939996,-3.368164,-3.59322,10
4.959996,-3.221231,-3.649717,10
4.979996,-3.108204,-3.694915,10
